name,region,country,lat,lon,tz_id,localtime_epoch,localtime
Amaravati,Maharashtra,India,20.93,77.75,Asia/Kolkata,1717690596,2024-06-06 21:46
Visakhapatnam,Andhra Pradesh,India,17.7,83.3,Asia/Kolkata,1717690607,2024-06-06 21:46
Vijayawada,Andhra Pradesh,India,16.52,80.62,Asia/Kolkata,1717690617,2024-06-06 21:46
Guntur,Andhra Pradesh,India,16.3,80.45,Asia/Kolkata,1717690627,2024-06-06 21:47
Nellore,Andhra Pradesh,India,14.43,79.97,Asia/Kolkata,1717690637,2024-06-06 21:47
Tirupati,Andhra Pradesh,India,13.65,79.42,Asia/Kolkata,1717690648,2024-06-06 21:47
Amaravati,Maharashtra,India,20.93,77.75,Asia/Kolkata,1717690658,2024-06-06 21:47
Visakhapatnam,Andhra Pradesh,India,17.7,83.3,Asia/Kolkata,1717690668,2024-06-06 21:47
Vijayawada,Andhra Pradesh,India,16.52,80.62,Asia/Kolkata,1717690678,2024-06-06 21:47
Guntur,Andhra Pradesh,India,16.3,80.45,Asia/Kolkata,1717690689,2024-06-06 21:48
Nellore,Andhra Pradesh,India,14.43,79.97,Asia/Kolkata,1717690699,2024-06-06 21:48
Tirupati,Andhra Pradesh,India,13.65,79.42,Asia/Kolkata,1717690710,2024-06-06 21:48
Amaravati,Maharashtra,India,20.93,77.75,Asia/Kolkata,1717690720,2024-06-06 21:48
Visakhapatnam,Andhra Pradesh,India,17.7,83.3,Asia/Kolkata,1717690731,2024-06-06 21:48
Vijayawada,Andhra Pradesh,India,16.52,80.62,Asia/Kolkata,1717690741,2024-06-06 21:49
Guntur,Andhra Pradesh,India,16.3,80.45,Asia/Kolkata,1717690751,2024-06-06 21:49
Nellore,Andhra Pradesh,India,14.43,79.97,Asia/Kolkata,1717690760,2024-06-06 21:49
Tirupati,Andhra Pradesh,India,13.65,79.42,Asia/Kolkata,1717690771,2024-06-06 21:49
Amaravati,Maharashtra,India,20.93,77.75,Asia/Kolkata,1717690782,2024-06-06 21:49
Visakhapatnam,Andhra Pradesh,India,17.7,83.3,Asia/Kolkata,1717690792,2024-06-06 21:49
Vijayawada,Andhra Pradesh,India,16.52,80.62,Asia/Kolkata,1717690801,2024-06-06 21:50
Guntur,Andhra Pradesh,India,16.3,80.45,Asia/Kolkata,1717690811,2024-06-06 21:50
Nellore,Andhra Pradesh,India,14.43,79.97,Asia/Kolkata,1717690823,2024-06-06 21:50
Tirupati,Andhra Pradesh,India,13.65,79.42,Asia/Kolkata,1717690833,2024-06-06 21:50
Amaravati,Maharashtra,India,20.93,77.75,Asia/Kolkata,1717690844,2024-06-06 21:50
Visakhapatnam,Andhra Pradesh,India,17.7,83.3,Asia/Kolkata,1717690854,2024-06-06 21:50
Vijayawada,Andhra Pradesh,India,16.52,80.62,Asia/Kolkata,1717690864,2024-06-06 21:51
Guntur,Andhra Pradesh,India,16.3,80.45,Asia/Kolkata,1717690873,2024-06-06 21:51
Nellore,Andhra Pradesh,India,14.43,79.97,Asia/Kolkata,1717690885,2024-06-06 21:51
Tirupati,Andhra Pradesh,India,13.65,79.42,Asia/Kolkata,1717690895,2024-06-06 21:51
Itanagar,Goa,India,27.1,93.62,Asia/Kolkata,1717690905,2024-06-06 21:51
Tawang,Arunachal Pradesh,India,27.58,91.87,Asia/Kolkata,1717690915,2024-06-06 21:51
Pasighat,Arunachal Pradesh,India,28.07,95.33,Asia/Kolkata,1717690937,2024-06-06 21:52
Ziro,Arunachal Pradesh,India,27.63,93.83,Asia/Kolkata,1717690946,2024-06-06 21:52
Bomdila,Arunachal Pradesh,India,27.25,92.4,Asia/Kolkata,1717690956,2024-06-06 21:52
Itanagar,Goa,India,27.1,93.62,Asia/Kolkata,1717690967,2024-06-06 21:52
Tawang,Arunachal Pradesh,India,27.58,91.87,Asia/Kolkata,1717690978,2024-06-06 21:52
Pasighat,Arunachal Pradesh,India,28.07,95.33,Asia/Kolkata,1717690998,2024-06-06 21:53
Ziro,Arunachal Pradesh,India,27.63,93.83,Asia/Kolkata,1717691008,2024-06-06 21:53
Bomdila,Arunachal Pradesh,India,27.25,92.4,Asia/Kolkata,1717691018,2024-06-06 21:53
Itanagar,Goa,India,27.1,93.62,Asia/Kolkata,1717691029,2024-06-06 21:53
Tawang,Arunachal Pradesh,India,27.58,91.87,Asia/Kolkata,1717691039,2024-06-06 21:53
Pasighat,Arunachal Pradesh,India,28.07,95.33,Asia/Kolkata,1717691059,2024-06-06 21:54
Ziro,Arunachal Pradesh,India,27.63,93.83,Asia/Kolkata,1717691070,2024-06-06 21:54
Bomdila,Arunachal Pradesh,India,27.25,92.4,Asia/Kolkata,1717691080,2024-06-06 21:54
Itanagar,Goa,India,27.1,93.62,Asia/Kolkata,1717691090,2024-06-06 21:54
Tawang,Arunachal Pradesh,India,27.58,91.87,Asia/Kolkata,1717691100,2024-06-06 21:55
Pasighat,Arunachal Pradesh,India,28.07,95.33,Asia/Kolkata,1717691120,2024-06-06 21:55
Ziro,Arunachal Pradesh,India,27.63,93.83,Asia/Kolkata,1717691132,2024-06-06 21:55
Bomdila,Arunachal Pradesh,India,27.25,92.4,Asia/Kolkata,1717691142,2024-06-06 21:55
Itanagar,Goa,India,27.1,93.62,Asia/Kolkata,1717691151,2024-06-06 21:55
Tawang,Arunachal Pradesh,India,27.58,91.87,Asia/Kolkata,1717691162,2024-06-06 21:56
Pasighat,Arunachal Pradesh,India,28.07,95.33,Asia/Kolkata,1717691182,2024-06-06 21:56
Ziro,Arunachal Pradesh,India,27.63,93.83,Asia/Kolkata,1717691193,2024-06-06 21:56
Bomdila,Arunachal Pradesh,India,27.25,92.4,Asia/Kolkata,1717691203,2024-06-06 21:56
Dispur,Assam,India,26.14,91.79,Asia/Kolkata,1717691212,2024-06-06 21:56
Guwahati,Assam,India,26.18,91.73,Asia/Kolkata,1717691223,2024-06-06 21:57
Tezpur,Assam,India,26.63,92.8,Asia/Kolkata,1717691234,2024-06-06 21:57
Dibrugarh,Assam,India,27.48,94.9,Asia/Kolkata,1717691245,2024-06-06 21:57
Silchar,Assam,India,24.82,92.8,Asia/Kolkata,1717691254,2024-06-06 21:57
North Lakhimpur,Assam,India,27.23,94.12,Asia/Kolkata,1717691265,2024-06-06 21:57
Dispur,Assam,India,26.14,91.79,Asia/Kolkata,1717691275,2024-06-06 21:57
Guwahati,Assam,India,26.18,91.73,Asia/Kolkata,1717691286,2024-06-06 21:58
Tezpur,Assam,India,26.63,92.8,Asia/Kolkata,1717691296,2024-06-06 21:58
Dibrugarh,Assam,India,27.48,94.9,Asia/Kolkata,1717691306,2024-06-06 21:58
Silchar,Assam,India,24.82,92.8,Asia/Kolkata,1717691317,2024-06-06 21:58
North Lakhimpur,Assam,India,27.23,94.12,Asia/Kolkata,1717691327,2024-06-06 21:58
Dispur,Assam,India,26.14,91.79,Asia/Kolkata,1717691337,2024-06-06 21:58
Guwahati,Assam,India,26.18,91.73,Asia/Kolkata,1717691347,2024-06-06 21:59
Tezpur,Assam,India,26.63,92.8,Asia/Kolkata,1717691358,2024-06-06 21:59
Dibrugarh,Assam,India,27.48,94.9,Asia/Kolkata,1717691368,2024-06-06 21:59
Silchar,Assam,India,24.82,92.8,Asia/Kolkata,1717691379,2024-06-06 21:59
North Lakhimpur,Assam,India,27.23,94.12,Asia/Kolkata,1717691388,2024-06-06 21:59
Dispur,Assam,India,26.14,91.79,Asia/Kolkata,1717691398,2024-06-06 21:59
Guwahati,Assam,India,26.18,91.73,Asia/Kolkata,1717691409,2024-06-06 22:00
Tezpur,Assam,India,26.63,92.8,Asia/Kolkata,1717691420,2024-06-06 22:00
Dibrugarh,Assam,India,27.48,94.9,Asia/Kolkata,1717691429,2024-06-06 22:00
Silchar,Assam,India,24.82,92.8,Asia/Kolkata,1717691440,2024-06-06 22:00
North Lakhimpur,Assam,India,27.23,94.12,Asia/Kolkata,1717691451,2024-06-06 22:00
Dispur,Assam,India,26.14,91.79,Asia/Kolkata,1717691461,2024-06-06 22:01
Guwahati,Assam,India,26.18,91.73,Asia/Kolkata,1717691471,2024-06-06 22:01
Tezpur,Assam,India,26.63,92.8,Asia/Kolkata,1717691480,2024-06-06 22:01
Dibrugarh,Assam,India,27.48,94.9,Asia/Kolkata,1717691491,2024-06-06 22:01
Silchar,Assam,India,24.82,92.8,Asia/Kolkata,1717691501,2024-06-06 22:01
North Lakhimpur,Assam,India,27.23,94.12,Asia/Kolkata,1717691512,2024-06-06 22:01
Patna,Bihar,India,25.6,85.12,Asia/Kolkata,1717691522,2024-06-06 22:02
Gaya,Bihar,India,24.78,85.0,Asia/Kolkata,1717691533,2024-06-06 22:02
Darbhanga,Bihar,India,26.17,85.9,Asia/Kolkata,1717691553,2024-06-06 22:02
Bhagalpur,Bihar,India,25.25,87.0,Asia/Kolkata,1717691563,2024-06-06 22:02
Patna,Bihar,India,25.6,85.12,Asia/Kolkata,1717691573,2024-06-06 22:02
Gaya,Bihar,India,24.78,85.0,Asia/Kolkata,1717691584,2024-06-06 22:03
Darbhanga,Bihar,India,26.17,85.9,Asia/Kolkata,1717691604,2024-06-06 22:03
Bhagalpur,Bihar,India,25.25,87.0,Asia/Kolkata,1717691614,2024-06-06 22:03
Patna,Bihar,India,25.6,85.12,Asia/Kolkata,1717691624,2024-06-06 22:03
Gaya,Bihar,India,24.78,85.0,Asia/Kolkata,1717691635,2024-06-06 22:03
Darbhanga,Bihar,India,26.17,85.9,Asia/Kolkata,1717691655,2024-06-06 22:04
Bhagalpur,Bihar,India,25.25,87.0,Asia/Kolkata,1717691665,2024-06-06 22:04
Patna,Bihar,India,25.6,85.12,Asia/Kolkata,1717691676,2024-06-06 22:04
Gaya,Bihar,India,24.78,85.0,Asia/Kolkata,1717691686,2024-06-06 22:04
Darbhanga,Bihar,India,26.17,85.9,Asia/Kolkata,1717691707,2024-06-06 22:05
Bhagalpur,Bihar,India,25.25,87.0,Asia/Kolkata,1717691716,2024-06-06 22:05
Patna,Bihar,India,25.6,85.12,Asia/Kolkata,1717691727,2024-06-06 22:05
Gaya,Bihar,India,24.78,85.0,Asia/Kolkata,1717691737,2024-06-06 22:05
Darbhanga,Bihar,India,26.17,85.9,Asia/Kolkata,1717691758,2024-06-06 22:05
Bhagalpur,Bihar,India,25.25,87.0,Asia/Kolkata,1717691768,2024-06-06 22:06
Raipur,Chhattisgarh,India,21.23,81.63,Asia/Kolkata,1717691778,2024-06-06 22:06
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717691788,2024-06-06 22:06
Korba,Chhattisgarh,India,22.35,82.68,Asia/Kolkata,1717691799,2024-06-06 22:06
Raigarh,Chhattisgarh,India,21.9,83.4,Asia/Kolkata,1717691808,2024-06-06 22:06
Raipur,Chhattisgarh,India,21.23,81.63,Asia/Kolkata,1717691830,2024-06-06 22:07
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717691841,2024-06-06 22:07
Korba,Chhattisgarh,India,22.35,82.68,Asia/Kolkata,1717691850,2024-06-06 22:07
Raigarh,Chhattisgarh,India,21.9,83.4,Asia/Kolkata,1717691860,2024-06-06 22:07
Raipur,Chhattisgarh,India,21.23,81.63,Asia/Kolkata,1717691881,2024-06-06 22:08
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717691891,2024-06-06 22:08
Korba,Chhattisgarh,India,22.35,82.68,Asia/Kolkata,1717691902,2024-06-06 22:08
Raigarh,Chhattisgarh,India,21.9,83.4,Asia/Kolkata,1717691912,2024-06-06 22:08
Raipur,Chhattisgarh,India,21.23,81.63,Asia/Kolkata,1717691932,2024-06-06 22:08
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717691943,2024-06-06 22:09
Korba,Chhattisgarh,India,22.35,82.68,Asia/Kolkata,1717691953,2024-06-06 22:09
Raigarh,Chhattisgarh,India,21.9,83.4,Asia/Kolkata,1717691963,2024-06-06 22:09
Raipur,Chhattisgarh,India,21.23,81.63,Asia/Kolkata,1717691984,2024-06-06 22:09
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717691994,2024-06-06 22:09
Korba,Chhattisgarh,India,22.35,82.68,Asia/Kolkata,1717692005,2024-06-06 22:10
Raigarh,Chhattisgarh,India,21.9,83.4,Asia/Kolkata,1717692014,2024-06-06 22:10
Panaji,Goa,India,15.48,73.83,Asia/Kolkata,1717692036,2024-06-06 22:10
Vasco Da Gama,Goa,India,15.4,73.83,Asia/Kolkata,1717692045,2024-06-06 22:10
Ponda,Goa,India,15.4,74.02,Asia/Kolkata,1717692057,2024-06-06 22:10
Margao,Goa,India,15.3,73.95,Asia/Kolkata,1717692067,2024-06-06 22:11
Mapusa,Masbate,Philippines,12.65,123.58,Asia/Manila,1717692077,2024-06-07 0:41
Goa Velha,Goa,India,15.43,73.87,Asia/Kolkata,1717692088,2024-06-06 22:11
Panaji,Goa,India,15.48,73.83,Asia/Kolkata,1717692098,2024-06-06 22:11
Vasco Da Gama,Goa,India,15.4,73.83,Asia/Kolkata,1717692109,2024-06-06 22:11
Ponda,Goa,India,15.4,74.02,Asia/Kolkata,1717692120,2024-06-06 22:12
Margao,Goa,India,15.3,73.95,Asia/Kolkata,1717692130,2024-06-06 22:12
Mapusa,Masbate,Philippines,12.65,123.58,Asia/Manila,1717692139,2024-06-07 0:42
Goa Velha,Goa,India,15.43,73.87,Asia/Kolkata,1717692150,2024-06-06 22:12
Panaji,Goa,India,15.48,73.83,Asia/Kolkata,1717692159,2024-06-06 22:12
Vasco Da Gama,Goa,India,15.4,73.83,Asia/Kolkata,1717692170,2024-06-06 22:12
Ponda,Goa,India,15.4,74.02,Asia/Kolkata,1717692180,2024-06-06 22:13
Margao,Goa,India,15.3,73.95,Asia/Kolkata,1717692192,2024-06-06 22:13
Mapusa,Masbate,Philippines,12.65,123.58,Asia/Manila,1717692201,2024-06-07 0:43
Goa Velha,Goa,India,15.43,73.87,Asia/Kolkata,1717692212,2024-06-06 22:13
Panaji,Goa,India,15.48,73.83,Asia/Kolkata,1717692222,2024-06-06 22:13
Vasco Da Gama,Goa,India,15.4,73.83,Asia/Kolkata,1717692232,2024-06-06 22:13
Ponda,Goa,India,15.4,74.02,Asia/Kolkata,1717692243,2024-06-06 22:14
Margao,Goa,India,15.3,73.95,Asia/Kolkata,1717692254,2024-06-06 22:14
Mapusa,Masbate,Philippines,12.65,123.58,Asia/Manila,1717692264,2024-06-07 0:44
Goa Velha,Goa,India,15.43,73.87,Asia/Kolkata,1717692274,2024-06-06 22:14
Panaji,Goa,India,15.48,73.83,Asia/Kolkata,1717692284,2024-06-06 22:14
Vasco Da Gama,Goa,India,15.4,73.83,Asia/Kolkata,1717692295,2024-06-06 22:14
Ponda,Goa,India,15.4,74.02,Asia/Kolkata,1717692305,2024-06-06 22:15
Margao,Goa,India,15.3,73.95,Asia/Kolkata,1717692315,2024-06-06 22:15
Mapusa,Masbate,Philippines,12.65,123.58,Asia/Manila,1717692325,2024-06-07 0:45
Goa Velha,Goa,India,15.43,73.87,Asia/Kolkata,1717692336,2024-06-06 22:15
Gandhinagar,Gujarat,India,23.22,72.68,Asia/Kolkata,1717692346,2024-06-06 22:15
Ahmedabad,Gujarat,India,23.03,72.62,Asia/Kolkata,1717692355,2024-06-06 22:15
Surat,Gujarat,India,20.97,72.9,Asia/Kolkata,1717692367,2024-06-06 22:16
Rajkot,Gujarat,India,22.3,70.78,Asia/Kolkata,1717692377,2024-06-06 22:16
Junagadh,Gujarat,India,21.52,70.47,Asia/Kolkata,1717692387,2024-06-06 22:16
Vadodara,Gujarat,India,22.3,73.2,Asia/Kolkata,1717692398,2024-06-06 22:16
Gandhinagar,Gujarat,India,23.22,72.68,Asia/Kolkata,1717692408,2024-06-06 22:16
Ahmedabad,Gujarat,India,23.03,72.62,Asia/Kolkata,1717692418,2024-06-06 22:16
Surat,Gujarat,India,20.97,72.9,Asia/Kolkata,1717692428,2024-06-06 22:17
Rajkot,Gujarat,India,22.3,70.78,Asia/Kolkata,1717692438,2024-06-06 22:17
Junagadh,Gujarat,India,21.52,70.47,Asia/Kolkata,1717692449,2024-06-06 22:17
Vadodara,Gujarat,India,22.3,73.2,Asia/Kolkata,1717692460,2024-06-06 22:17
Gandhinagar,Gujarat,India,23.22,72.68,Asia/Kolkata,1717692469,2024-06-06 22:17
Ahmedabad,Gujarat,India,23.03,72.62,Asia/Kolkata,1717692480,2024-06-06 22:18
Surat,Gujarat,India,20.97,72.9,Asia/Kolkata,1717692490,2024-06-06 22:18
Rajkot,Gujarat,India,22.3,70.78,Asia/Kolkata,1717692500,2024-06-06 22:18
Junagadh,Gujarat,India,21.52,70.47,Asia/Kolkata,1717692509,2024-06-06 22:18
Vadodara,Gujarat,India,22.3,73.2,Asia/Kolkata,1717692521,2024-06-06 22:18
Gandhinagar,Gujarat,India,23.22,72.68,Asia/Kolkata,1717692531,2024-06-06 22:18
Ahmedabad,Gujarat,India,23.03,72.62,Asia/Kolkata,1717692541,2024-06-06 22:19
Surat,Gujarat,India,20.97,72.9,Asia/Kolkata,1717692551,2024-06-06 22:19
Rajkot,Gujarat,India,22.3,70.78,Asia/Kolkata,1717692561,2024-06-06 22:19
Junagadh,Gujarat,India,21.52,70.47,Asia/Kolkata,1717692572,2024-06-06 22:19
Vadodara,Gujarat,India,22.3,73.2,Asia/Kolkata,1717692582,2024-06-06 22:19
Gandhinagar,Gujarat,India,23.22,72.68,Asia/Kolkata,1717692593,2024-06-06 22:19
Ahmedabad,Gujarat,India,23.03,72.62,Asia/Kolkata,1717692603,2024-06-06 22:20
Surat,Gujarat,India,20.97,72.9,Asia/Kolkata,1717692614,2024-06-06 22:20
Rajkot,Gujarat,India,22.3,70.78,Asia/Kolkata,1717692624,2024-06-06 22:20
Junagadh,Gujarat,India,21.52,70.47,Asia/Kolkata,1717692634,2024-06-06 22:20
Vadodara,Gujarat,India,22.3,73.2,Asia/Kolkata,1717692645,2024-06-06 22:20
Chandigarh,Chandigarh,India,30.74,76.79,Asia/Kolkata,1717692654,2024-06-06 22:20
Faridabad,Haryana,India,28.43,77.32,Asia/Kolkata,1717692664,2024-06-06 22:21
Gurgaon,Haryana,India,28.47,77.03,Asia/Kolkata,1717692675,2024-06-06 22:21
Sonipat,Haryana,India,28.98,77.02,Asia/Kolkata,1717692685,2024-06-06 22:21
Panipat,Haryana,India,29.39,76.97,Asia/Kolkata,1717692696,2024-06-06 22:21
Ambala,Haryana,India,30.38,76.78,Asia/Kolkata,1717692705,2024-06-06 22:21
Chandigarh,Chandigarh,India,30.74,76.79,Asia/Kolkata,1717692716,2024-06-06 22:21
Faridabad,Haryana,India,28.43,77.32,Asia/Kolkata,1717692726,2024-06-06 22:22
Gurgaon,Haryana,India,28.47,77.03,Asia/Kolkata,1717692737,2024-06-06 22:22
Sonipat,Haryana,India,28.98,77.02,Asia/Kolkata,1717692747,2024-06-06 22:22
Panipat,Haryana,India,29.39,76.97,Asia/Kolkata,1717692756,2024-06-06 22:22
Ambala,Haryana,India,30.38,76.78,Asia/Kolkata,1717692768,2024-06-06 22:22
Chandigarh,Chandigarh,India,30.74,76.79,Asia/Kolkata,1717692778,2024-06-06 22:22
Faridabad,Haryana,India,28.43,77.32,Asia/Kolkata,1717692788,2024-06-06 22:23
Gurgaon,Haryana,India,28.47,77.03,Asia/Kolkata,1717692798,2024-06-06 22:23
Sonipat,Haryana,India,28.98,77.02,Asia/Kolkata,1717692809,2024-06-06 22:23
Panipat,Haryana,India,29.39,76.97,Asia/Kolkata,1717692819,2024-06-06 22:23
Ambala,Haryana,India,30.38,76.78,Asia/Kolkata,1717692828,2024-06-06 22:23
Chandigarh,Chandigarh,India,30.74,76.79,Asia/Kolkata,1717692839,2024-06-06 22:23
Faridabad,Haryana,India,28.43,77.32,Asia/Kolkata,1717692849,2024-06-06 22:24
Gurgaon,Haryana,India,28.47,77.03,Asia/Kolkata,1717692859,2024-06-06 22:24
Sonipat,Haryana,India,28.98,77.02,Asia/Kolkata,1717692870,2024-06-06 22:24
Panipat,Haryana,India,29.39,76.97,Asia/Kolkata,1717692880,2024-06-06 22:24
Ambala,Haryana,India,30.38,76.78,Asia/Kolkata,1717692891,2024-06-06 22:24
Chandigarh,Chandigarh,India,30.74,76.79,Asia/Kolkata,1717692901,2024-06-06 22:25
Faridabad,Haryana,India,28.43,77.32,Asia/Kolkata,1717692911,2024-06-06 22:25
Gurgaon,Haryana,India,28.47,77.03,Asia/Kolkata,1717692922,2024-06-06 22:25
Sonipat,Haryana,India,28.98,77.02,Asia/Kolkata,1717692932,2024-06-06 22:25
Panipat,Haryana,India,29.39,76.97,Asia/Kolkata,1717692942,2024-06-06 22:25
Ambala,Haryana,India,30.38,76.78,Asia/Kolkata,1717692953,2024-06-06 22:25
Shimla,Himachal Pradesh,India,31.1,77.17,Asia/Kolkata,1717692962,2024-06-06 22:26
من Dharamshala,,بنغلاديش,24.95,90.4,Asia/Dhaka,1717692974,2024-06-06 22:56
Mandi Bahauddin,Punjab,Pakistan,32.58,73.5,Asia/Karachi,1717692983,2024-06-06 21:56
Solan,Himachal Pradesh,India,30.92,77.12,Asia/Kolkata,1717692994,2024-06-06 22:26
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717693004,2024-06-06 22:26
Chambas,Ciego de Avila,Cuba,22.19,-78.91,America/Havana,1717693014,2024-06-06 12:56
Shimla,Himachal Pradesh,India,31.1,77.17,Asia/Kolkata,1717693024,2024-06-06 22:27
من Dharamshala,,بنغلاديش,24.95,90.4,Asia/Dhaka,1717693034,2024-06-06 22:57
Mandi Bahauddin,Punjab,Pakistan,32.58,73.5,Asia/Karachi,1717693045,2024-06-06 21:57
Solan,Himachal Pradesh,India,30.92,77.12,Asia/Kolkata,1717693055,2024-06-06 22:27
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717693066,2024-06-06 22:27
Chambas,Ciego de Avila,Cuba,22.19,-78.91,America/Havana,1717693077,2024-06-06 12:57
Shimla,Himachal Pradesh,India,31.1,77.17,Asia/Kolkata,1717693085,2024-06-06 22:28
من Dharamshala,,بنغلاديش,24.95,90.4,Asia/Dhaka,1717693096,2024-06-06 22:58
Mandi Bahauddin,Punjab,Pakistan,32.58,73.5,Asia/Karachi,1717693107,2024-06-06 21:58
Solan,Himachal Pradesh,India,30.92,77.12,Asia/Kolkata,1717693118,2024-06-06 22:28
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717693127,2024-06-06 22:28
Chambas,Ciego de Avila,Cuba,22.19,-78.91,America/Havana,1717693138,2024-06-06 12:58
Shimla,Himachal Pradesh,India,31.1,77.17,Asia/Kolkata,1717693148,2024-06-06 22:29
من Dharamshala,,بنغلاديش,24.95,90.4,Asia/Dhaka,1717693158,2024-06-06 22:59
Mandi Bahauddin,Punjab,Pakistan,32.58,73.5,Asia/Karachi,1717693168,2024-06-06 21:59
Solan,Himachal Pradesh,India,30.92,77.12,Asia/Kolkata,1717693178,2024-06-06 22:29
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717693189,2024-06-06 22:29
Chambas,Ciego de Avila,Cuba,22.19,-78.91,America/Havana,1717693199,2024-06-06 12:59
Shimla,Himachal Pradesh,India,31.1,77.17,Asia/Kolkata,1717693209,2024-06-06 22:30
من Dharamshala,,بنغلاديش,24.95,90.4,Asia/Dhaka,1717693220,2024-06-06 23:00
Mandi Bahauddin,Punjab,Pakistan,32.58,73.5,Asia/Karachi,1717693229,2024-06-06 22:00
Solan,Himachal Pradesh,India,30.92,77.12,Asia/Kolkata,1717693239,2024-06-06 22:30
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717693250,2024-06-06 22:30
Chambas,Ciego de Avila,Cuba,22.19,-78.91,America/Havana,1717693261,2024-06-06 13:01
Ranchi,Jharkhand,India,23.35,85.33,Asia/Kolkata,1717693271,2024-06-06 22:31
Bokaro,Jharkhand,India,23.78,85.97,Asia/Kolkata,1717693281,2024-06-06 22:31
Jamshedpur,Jharkhand,India,22.8,86.18,Asia/Kolkata,1717693291,2024-06-06 22:31
Deoghar,,Bangladesh,24.27,91.08,Asia/Dhaka,1717693302,2024-06-06 23:01
Hazaribagh,Jharkhand,India,23.98,85.35,Asia/Kolkata,1717693313,2024-06-06 22:31
Dhanbad,Jharkhand,India,23.8,86.45,Asia/Kolkata,1717693323,2024-06-06 22:32
Ranchi,Jharkhand,India,23.35,85.33,Asia/Kolkata,1717693332,2024-06-06 22:32
Bokaro,Jharkhand,India,23.78,85.97,Asia/Kolkata,1717693342,2024-06-06 22:32
Jamshedpur,Jharkhand,India,22.8,86.18,Asia/Kolkata,1717693353,2024-06-06 22:32
Deoghar,,Bangladesh,24.27,91.08,Asia/Dhaka,1717693364,2024-06-06 23:02
Hazaribagh,Jharkhand,India,23.98,85.35,Asia/Kolkata,1717693374,2024-06-06 22:32
Dhanbad,Jharkhand,India,23.8,86.45,Asia/Kolkata,1717693385,2024-06-06 22:33
Ranchi,Jharkhand,India,23.35,85.33,Asia/Kolkata,1717693394,2024-06-06 22:33
Bokaro,Jharkhand,India,23.78,85.97,Asia/Kolkata,1717693404,2024-06-06 22:33
Jamshedpur,Jharkhand,India,22.8,86.18,Asia/Kolkata,1717693415,2024-06-06 22:33
Deoghar,,Bangladesh,24.27,91.08,Asia/Dhaka,1717693424,2024-06-06 23:03
Hazaribagh,Jharkhand,India,23.98,85.35,Asia/Kolkata,1717693436,2024-06-06 22:33
Dhanbad,Jharkhand,India,23.8,86.45,Asia/Kolkata,1717693446,2024-06-06 22:34
Ranchi,Jharkhand,India,23.35,85.33,Asia/Kolkata,1717693456,2024-06-06 22:34
Bokaro,Jharkhand,India,23.78,85.97,Asia/Kolkata,1717693466,2024-06-06 22:34
Jamshedpur,Jharkhand,India,22.8,86.18,Asia/Kolkata,1717693477,2024-06-06 22:34
Deoghar,,Bangladesh,24.27,91.08,Asia/Dhaka,1717693487,2024-06-06 23:04
Hazaribagh,Jharkhand,India,23.98,85.35,Asia/Kolkata,1717693497,2024-06-06 22:34
Dhanbad,Jharkhand,India,23.8,86.45,Asia/Kolkata,1717693508,2024-06-06 22:35
Ranchi,Jharkhand,India,23.35,85.33,Asia/Kolkata,1717693517,2024-06-06 22:35
Bokaro,Jharkhand,India,23.78,85.97,Asia/Kolkata,1717693527,2024-06-06 22:35
Jamshedpur,Jharkhand,India,22.8,86.18,Asia/Kolkata,1717693538,2024-06-06 22:35
Deoghar,,Bangladesh,24.27,91.08,Asia/Dhaka,1717693548,2024-06-06 23:05
Hazaribagh,Jharkhand,India,23.98,85.35,Asia/Kolkata,1717693559,2024-06-06 22:35
Dhanbad,Jharkhand,India,23.8,86.45,Asia/Kolkata,1717693570,2024-06-06 22:36
Bengaluru,Karnataka,India,12.98,77.58,Asia/Kolkata,1717693579,2024-06-06 22:36
Mysore,Karnataka,India,12.31,76.65,Asia/Kolkata,1717693590,2024-06-06 22:36
Davangere,Karnataka,India,14.47,75.92,Asia/Kolkata,1717693600,2024-06-06 22:36
Mangalore,Karnataka,India,12.86,74.84,Asia/Kolkata,1717693611,2024-06-06 22:36
Hubli,Karnataka,India,15.35,75.17,Asia/Kolkata,1717693620,2024-06-06 22:37
Belgaum,Karnataka,India,15.87,74.5,Asia/Kolkata,1717693631,2024-06-06 22:37
Bengaluru,Karnataka,India,12.98,77.58,Asia/Kolkata,1717693640,2024-06-06 22:37
Mysore,Karnataka,India,12.31,76.65,Asia/Kolkata,1717693651,2024-06-06 22:37
Davangere,Karnataka,India,14.47,75.92,Asia/Kolkata,1717693662,2024-06-06 22:37
Mangalore,Karnataka,India,12.86,74.84,Asia/Kolkata,1717693671,2024-06-06 22:37
